"","participant","age","place","item","value","agreement","Sum","Svartid"
"1007","21794624","30-39","Fjord","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 48 sekund"
"1008","21794690","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 2 sekund"
"1009","21794763","20-29","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","52 sekund"
"1010","21794785","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 6 sekund"
"1011","21794818","30-39","Sula","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","45 sekund"
"1012","21794822","20-29","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 4 sekund"
"1013","21794836","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 36 sekund"
"1014","21794858","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 1 sekund"
"1015","21794859","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 18 sekund"
"1016","21794954","40-49","Sykkylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 14 sekund"
"1017","21794967","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 12 sekund"
"1018","21794987","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 53 sekund"
"1019","21795069","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","50 sekund"
"1020","21795144","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","4 minutt 1 sekund"
"1021","21795145","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 15 sekund"
"1022","21795165","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","2 minutt 6 sekund"
"1023","21795169","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 13 sekund"
"1024","21795200","30-39","Giske","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 25 sekund"
"1025","21795381","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 11 sekund"
"1026","21795408","50-59","Ålesund","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 16 sekund"
"1027","21795479","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 29 sekund"
"1028","21795524","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","41 sekund"
"1029","21795541","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 29 sekund"
"1030","21795563","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 20 sekund"
"1031","21795564","50-59","Stranda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 35 sekund"
"1032","21795844","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","41 sekund"
"1033","21795968","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","4 minutt 28 sekund"
"1034","21795972","20-29","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 49 sekund"
"1035","21795999","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","40 sekund"
"1036","21796001","30-39","Fjord","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","54 sekund"
"1037","21796037","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 1 sekund"
"1038","21796046","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 16 sekund"
"1039","21796058","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 53 sekund"
"1040","21796066","60-69","Ålesund","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 4 sekund"
"1041","21796124","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 4 sekund"
"1042","21796194","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","45 sekund"
"1043","21796195","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","55 sekund"
"1044","21796269","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 57 sekund"
"1045","21796445","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 38 sekund"
"1046","21797475","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","58 sekund"
"1047","21797736","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","3 minutt 21 sekund"
"1048","21797780","50-59","Ulstein","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 13 sekund"
"1049","21797850","<20","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","28 sekund"
"1050","21797900","30-39","Ålesund","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 31 sekund"
"1051","21797910","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 26 sekund"
"1052","21798119","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","49 sekund"
"1053","21798209","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","3 minutt 42 sekund"
"1054","21798255","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 15 sekund"
"1055","21799069","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","51 sekund"
"1056","21799646","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 48 sekund"
"1057","21799657","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 23 sekund"
"1058","21800055","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 5 sekund"
"1059","21800065","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","5 timar 44 minutt 2 sekund"
"1060","21800075","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 36 sekund"
"1061","21800208","20-29","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 2 sekund"
"1062","21800230","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","57 sekund"
"1063","21800383","60-69","Ålesund","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 40 sekund"
"1064","21800397","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 9 sekund"
"1065","21800521","30-39","sykkylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 4 sekund"
"1066","21800620","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 6 sekund"
"1067","21801333","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","2 minutt 29 sekund"
"1068","21801340","50-59","Stranda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 14 sekund"
"1069","21801470","<20","Hareid","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","2 minutt 28 sekund"
"1070","21801624","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 31 sekund"
"1071","21801626","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","57 sekund"
"1072","21802892","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 11 sekund"
"1073","21794093","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 6 sekund"
"1074","21794628","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","44 sekund"
"1075","21794643","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 14 sekund"
"1076","21794667","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","58 sekund"
"1077","21794670","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","59 sekund"
"1078","21794673","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 8 sekund"
"1079","21794675","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 5 sekund"
"1080","21794680","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 33 sekund"
"1081","21794681","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 56 sekund"
"1082","21794683","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","49 sekund"
"1083","21794685","60-69","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 16 sekund"
"1084","21794696","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 36 sekund"
"1085","21794699","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 2 sekund"
"1086","21794761","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","47 sekund"
"1087","21794764","40-49","Ulstein","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 1 sekund"
"1088","21794767","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 4 sekund"
"1089","21794772","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 26 sekund"
"1090","21794780","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","47 sekund"
"1091","21794798","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 13 sekund"
"1092","21794801","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","46 sekund"
"1093","21794831","50-59","Ørsta (utflytta i over 35 år)","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 32 sekund"
"1094","21794832","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 29 sekund"
"1095","21794833","50-59","Ulstein","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 16 sekund"
"1096","21794834","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 29 sekund"
"1097","21794857","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 1 sekund"
"1098","21794945","50-59","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 5 sekund"
"1099","21794946","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 18 sekund"
"1100","21794947","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 8 sekund"
"1101","21794952","30-39","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","51 sekund"
"1102","21794968","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 42 sekund"
"1103","21794973","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","49 sekund"
"1104","21794974","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","20 sekund"
"1105","21794976","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 48 sekund"
"1106","21794979","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 3 sekund"
"1107","21794984","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","56 sekund"
"1108","21794985","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 5 sekund"
"1109","21794993","40-49","Ulstein Kommune","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 18 sekund"
"1110","21794995","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 35 sekund"
"1111","21794996","20-29","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 18 sekund"
"1112","21794998","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","37 sekund"
"1113","21795000","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 10 sekund"
"1114","21795004","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 21 sekund"
"1115","21795014","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 10 sekund"
"1116","21795022","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 2 sekund"
"1117","21795036","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 21 sekund"
"1118","21795037","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 33 sekund"
"1119","21795052","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 13 sekund"
"1120","21795054","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","41 sekund"
"1121","21795056","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 13 sekund"
"1122","21795058",">70","Herøy","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 15 sekund"
"1123","21795066","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 47 sekund"
"1124","21795070","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 11 sekund"
"1125","21795080","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 8 sekund"
"1126","21795131","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","46 sekund"
"1127","21795134","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","51 sekund"
"1128","21795141","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","47 sekund"
"1129","21795170","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","35 sekund"
"1130","21795187","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 26 sekund"
"1131","21795197","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","53 sekund"
"1132","21795199","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","44 sekund"
"1133","21795208","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","43 sekund"
"1134","21795210","50-59","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 55 sekund"
"1135","21795248",">70","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 12 sekund"
"1136","21795338","50-59","ØRSTA","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 22 sekund"
"1137","21795351","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 43 sekund"
"1138","21795360","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 9 sekund"
"1139","21795372","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 5 sekund"
"1140","21795417","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 2 sekund"
"1141","21795513","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 18 sekund"
"1142","21795535","50-59","volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 48 sekund"
"1143","21795539","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 1 sekund"
"1144","21795542",">70","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 36 sekund"
"1145","21795552","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 41 sekund"
"1146","21795560","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 34 sekund"
"1147","21795561","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","47 sekund"
"1148","21795566","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 2 sekund"
"1149","21795572","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 14 sekund"
"1150","21795590","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","50 sekund"
"1151","21795837","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","58 sekund"
"1152","21795841","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","55 sekund"
"1153","21795846","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","42 sekund"
"1154","21795853","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","51 sekund"
"1155","21795858","60-69","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","54 sekund"
"1156","21795877","30-39","Ørsya","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","27 sekund"
"1157","21795879","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 49 sekund"
"1158","21795886","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 10 sekund"
"1159","21796000","50-59","Voldinje","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 21 sekund"
"1160","21796020","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","54 sekund"
"1161","21796034","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 18 sekund"
"1162","21796066","60-69","Ålesund","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 4 sekund"
"1163","21796071","50-59","Sande","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","48 sekund"
"1164","21796075","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt"
"1165","21796078","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 34 sekund"
"1166","21796079","30-39","Ørstinje","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 26 sekund"
"1167","21796082",">70","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 27 sekund"
"1168","21796091","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 56 sekund"
"1169","21796098","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 18 sekund"
"1170","21796110","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 2 sekund"
"1171","21796112","40-49","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 1 sekund"
"1172","21796116","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","56 sekund"
"1173","21796228","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","55 sekund"
"1174","21796242","60-69","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","54 sekund"
"1175","21796244","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","4 minutt 19 sekund"
"1176","21796249","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 57 sekund"
"1177","21796250","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 13 sekund"
"1178","21796274","40-49","Ørsta/Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 43 sekund"
"1179","21796292","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","53 sekund"
"1180","21796405","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 29 sekund"
"1181","21796450","30-39","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","39 sekund"
